poblacion,provincia
Algete,Madrid
Alpedrete,Madrid
Ambite,Madrid
Anchuelo,Madrid
Aranjuez,Madrid
Arganda del Rey,Madrid
Arroyomolinos,Madrid
Atazar (El),Madrid
Batres,Madrid
Becerril de la Sierra,Madrid
Belmonte de Tajo,Madrid
Berrueco (El),Madrid
Berzosa del Lozoya,Madrid
Boadilla del Monte,Madrid
Boalo (El),Madrid
Braojos,Madrid
Brea de Tajo,Madrid
Brunete,Madrid
Buitrago del Lozoya,Madrid
Bustarviejo,Madrid
Cabanillas de la Sierra,Madrid
Cabrera (La),Madrid
Cadalso de los Vidrios,Madrid
Camarma de Esteruelas,Madrid
Campo Real,Madrid
Canencia,Madrid
Carabaña,Madrid
Casarrubuelos,Madrid
Cenicientos,Madrid
Cercedilla,Madrid
Cervera de Buitrago,Madrid
Chapinería,Madrid
Chinchón,Madrid
Ciempozuelos,Madrid
Cobeña,Madrid
Collado Mediano,Madrid
Collado Villalba,Madrid
Colmenar de Oreja,Madrid
Colmenar del Arroyo,Madrid
Colmenar Viejo,Madrid
Colmenarejo,Madrid
Corpa,Madrid
Coslada,Madrid
Cubas de la Sagra,Madrid
Daganzo de Arriba,Madrid
Escorial (El),Madrid
Estremera,Madrid
Fresnedillas de la Oliva,Madrid
Fresno de Torote,Madrid
Fuenlabrada,Madrid
Fuente el Saz de Jarama,Madrid
Fuentidueña de Tajo,Madrid
Galapagar,Madrid
Garganta de los Montes,Madrid
Gargantilla del Lozoya y Pinilla de Buitrago,Madrid
Gascones,Madrid
Getafe,Madrid
Griñón,Madrid
Guadalix de la Sierra,Madrid
Guadarrama,Madrid
Hiruela (La),Madrid
Horcajo de la Sierra,Madrid
Horcajuelo de la Sierra,Madrid
Hoyo de Manzanares,Madrid
Humanes de Madrid,Madrid
Leganés,Madrid
Loeches,Madrid
Lozoya,Madrid
Lozoyuela-Navas-Sieteiglesias,Madrid
Madarcos,Madrid
Madrid,Madrid
Majadahonda,Madrid
Manzanares el Real,Madrid
Meco,Madrid
Mejorada del Campo,Madrid
Miraflores de la Sierra,Madrid
Molar (El),Madrid
Molinos (Los),Madrid
Montejo de la Sierra,Madrid
Moraleja de Enmedio,Madrid
Moralzarzal,Madrid
Morata de Tajuña,Madrid
Móstoles,Madrid
Navacerrada,Madrid
Navalafuente,Madrid
Navalagamella,Madrid
Navalcarnero,Madrid
Navarredonda y San Mamés,Madrid
Navas del Rey,Madrid
Nuevo Baztán,Madrid
Olmeda de las Fuentes,Madrid
Orusco de Tajuña,Madrid
Paracuellos de Jarama,Madrid
Parla,Madrid
Patones,Madrid
Pedrezuela,Madrid
Pelayos de la Presa,Madrid
Perales de Tajuña,Madrid
Pezuela de las Torres,Madrid
Pinilla del Valle,Madrid
Pinto,Madrid
Piñuécar-Gandullas,Madrid
Pozuelo de Alarcón,Madrid
Pozuelo del Rey,Madrid
Prádena del Rincón,Madrid
Puebla de la Sierra,Madrid
Puentes Viejas,Madrid
Quijorna,Madrid
Rascafría,Madrid
Redueña,Madrid
Ribatejada,Madrid
Rivas-Vaciamadrid,Madrid
Robledillo de la Jara,Madrid
Robledo de Chavela,Madrid
Robregordo,Madrid
Rozas de Madrid (Las),Madrid
Rozas de Puerto Real,Madrid
San Agustín del Guadalix,Madrid
San Fernando de Henares,Madrid
San Lorenzo de El Escorial,Madrid
San Martín de la Vega,Madrid
San Martín de Valdeiglesias,Madrid
San Sebastián de los Reyes,Madrid
Santa María de la Alameda,Madrid
Santorcaz,Madrid
Santos de la Humosa (Los),Madrid
Serna del Monte (La),Madrid
Serranillos del Valle,Madrid
Sevilla la Nueva,Madrid
Somosierra,Madrid
Soto del Real,Madrid
Talamanca de Jarama,Madrid
Tielmes,Madrid
Titulcia,Madrid
Torrejón de Ardoz,Madrid
Torrejón de la Calzada,Madrid
Torrejón de Velasco,Madrid
Torrelaguna,Madrid
Torrelodones,Madrid
Torremocha de Jarama,Madrid
Torres de la Alameda,Madrid
Tres Cantos,Madrid
Valdaracete,Madrid
Valdeavero,Madrid
Valdelaguna,Madrid
Valdemanco,Madrid
Valdemaqueda,Madrid
Valdemorillo,Madrid
Valdemoro,Madrid
Valdeolmos-Alalpardo,Madrid
Valdepiélagos,Madrid
Valdetorres de Jarama,Madrid
Valdilecha,Madrid
Valverde de Alcalá,Madrid
Velilla de San Antonio,Madrid
Vellón (El),Madrid
Venturada,Madrid
Villa del Prado,Madrid
Villaconejos,Madrid
Villalbilla,Madrid
Villamanrique de Tajo,Madrid
Villamanta,Madrid
Villamantilla,Madrid
Villanueva de la Cañada,Madrid
Villanueva de Perales,Madrid
Villanueva del Pardillo,Madrid
Villar del Olmo,Madrid
Villarejo de Salvanés,Madrid
Villaviciosa de Odón,Madrid
Villavieja del Lozoya,Madrid
Zarzalejo,Madrid
Álamo (El),Madrid
Cruïlles,Monells i Sant Sadurní de l'Heura
Abanilla,Murcia
Abarán,Murcia
Albudeite,Murcia
Alcantarilla,Murcia
Alcázares (Los),Murcia
Aledo,Murcia
Alguazas,Murcia
Alhama de Murcia,Murcia
Archena,Murcia
Beniel,Murcia
Blanca,Murcia
Bullas,Murcia
Calasparra,Murcia
Campos del Río,Murcia
Caravaca de la Cruz,Murcia
Cartagena,Murcia
Cehegín,Murcia
Ceutí,Murcia
Cieza,Murcia
Fortuna,Murcia
Fuente Álamo de Murcia,Murcia
Jumilla,Murcia
Librilla,Murcia
Lorca,Murcia
Lorquí,Murcia
Mazarrón,Murcia
Molina de Segura,Murcia
Moratalla,Murcia
Mula,Murcia
Murcia,Murcia
Ojós,Murcia
Pliego,Murcia
Puerto Lumbreras,Murcia
Ricote,Murcia
San Javier,Murcia
San Pedro del Pinatar,Murcia
Santomera,Murcia
Torre-Pacheco,Murcia
Torres de Cotillas (Las),Murcia
Totana,Murcia
Ulea,Murcia
Unión (La),Murcia
Villanueva del Río Segura,Murcia
Yecla,Murcia
Águilas,Murcia
Abaurregaina/Abaurrea Alta,Navarra
Abaurrepea/Abaurrea Baja,Navarra
Aberin,Navarra
Ablitas,Navarra
Abáigar,Navarra
Abárzuza,Navarra
Adiós,Navarra
Aguilar de Codés,Navarra
Aibar/Oibar,Navarra
Allo,Navarra
Allín,Navarra
Altsasu/Alsasua,Navarra
Améscoa Baja,Navarra
Ancín,Navarra
Andosilla,Navarra
Ansoáin,Navarra
Anue,Navarra
Aoiz/Agoitz,Navarra
Araitz,Navarra
Arakil,Navarra
Aranarache,Navarra
Aranguren,Navarra
Arano,Navarra
Arantza,Navarra
Aras,Navarra
Arbizu,Navarra
Arce/Artzi,Navarra
Arcos (Los),Navarra
Arellano,Navarra
Areso,Navarra
Arguedas,Navarra
Aria,Navarra
Aribe,Navarra
Armañanzas,Navarra
Arruazu,Navarra
Arróniz,Navarra
Artajona,Navarra
Artazu,Navarra
Atez,Navarra
Auritz/Burguete,Navarra
Ayegui,Navarra
Azagra,Navarra
Azuelo,Navarra
Añorbe,Navarra
Bakaiku,Navarra
Barañain,Navarra
Barbarin,Navarra
Bargota,Navarra
Barillas,Navarra
Barásoain,Navarra
Basaburua,Navarra
Baztan,Navarra
Beintza-Labaien,Navarra
Beire,Navarra
Belascoáin,Navarra
Bera/Vera de Bidasoa,Navarra
Berbinzana,Navarra
Beriáin,Navarra
Berrioplano,Navarra
Berriozar,Navarra
Bertizarana,Navarra
Betelu,Navarra
Bidaurreta,Navarra
Biurrun-Olcoz,Navarra
Burgui/Burgi,Navarra
Burlada/Burlata,Navarra
Busto (El),Navarra
Buñuel,Navarra
Cabanillas,Navarra
Cabredo,Navarra
Cadreita,Navarra
Caparroso,Navarra
Carcastillo,Navarra
Cascante,Navarra
Castejón,Navarra
Castillonuevo,Navarra
Cendea de Olza/Oltza Zendea,Navarra
Cintruénigo,Navarra
Cirauqui,Navarra
Ciriza,Navarra
Cizur,Navarra
Corella,Navarra
Cortes,Navarra
Cárcar,Navarra
Cáseda,Navarra
Desojo,Navarra
Dicastillo,Navarra
Donamaria,Navarra
Doneztebe/Santesteban,Navarra
Echarri,Navarra
Egüés,Navarra
Elgorriaga,Navarra
Enériz,Navarra
Eratsun,Navarra
Ergoiena,Navarra
Erro,Navarra
Eslava,Navarra
Esparza de Salazar/Espartza Zaraitzu,Navarra
Espronceda,Navarra
Estella/Lizarra,Navarra
Esteribar,Navarra
Etayo,Navarra
Etxalar,Navarra
Etxarri-Aranatz,Navarra
Etxauri,Navarra
Eulate,Navarra
Ezcabarte,Navarra
Ezcároz/Ezkaroze,Navarra
Ezkurra,Navarra
Ezprogui,Navarra
Falces,Navarra
Fitero,Navarra
Fontellas,Navarra
Funes,Navarra
Fustiñana,Navarra
Galar,Navarra
Gallipienzo,Navarra
Gallués/Galoze,Navarra
Garaioa,Navarra
Garde,Navarra
Garralda,Navarra
Garínoain,Navarra
Genevilla,Navarra
Goizueta,Navarra
Goñi,Navarra
Guesálaz,Navarra
Guirguillano,Navarra
Güesa/Gorza,Navarra
Hiriberri/Villanueva de Aezkoa,Navarra
Huarte/Uharte,Navarra
Ibargoiti,Navarra
Igantzi,Navarra
Igúzquiza,Navarra
Imotz,Navarra
Irañeta,Navarra
Irurtzun,Navarra
Isaba/Izaba,Navarra
Ituren,Navarra
Iturmendi,Navarra
Iza,Navarra
Izagaondoa,Navarra
Izalzu/Itzaltzu,Navarra
Jaurrieta,Navarra
Javier,Navarra
Juslapeña,Navarra
Lakuntza,Navarra
Lana,Navarra
Lantz,Navarra
Lapoblación,Navarra
Larraga,Navarra
Larraona,Navarra
Larraun,Navarra
Lazagurría,Navarra
Leache,Navarra
Legarda,Navarra
Legaria,Navarra
Leitza,Navarra
Lekunberri,Navarra
Leoz,Navarra
Lerga,Navarra
Lerín,Navarra
Lesaka,Navarra
Lezáun,Navarra
Lizoáin,Navarra
Liédena,Navarra
Lodosa,Navarra
Lumbier,Navarra
Luquin,Navarra
Luzaide/Valcarlos,Navarra
Lónguida/Longida,Navarra
Marañón,Navarra
Marcilla,Navarra
Mañeru,Navarra
Mendavia,Navarra
Mendaza,Navarra
Mendigorría,Navarra
Metauten,Navarra
Milagro,Navarra
Mirafuentes,Navarra
Miranda de Arga,Navarra
Monreal,Navarra
Monteagudo,Navarra
Morentin,Navarra
Mues,Navarra
Murchante,Navarra
Murieta,Navarra
Murillo el Cuende,Navarra
Murillo el Fruto,Navarra
Muruzábal,Navarra
Mélida,Navarra
Navascués,Navarra
Nazar,Navarra
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra
Obanos,Navarra
Ochagavía/Otsagabia,Navarra
Oco,Navarra
Odieta,Navarra
Oitz,Navarra
Olaibar,Navarra
Olazti/Olazagutía,Navarra
Olejua,Navarra
Olite,Navarra
Ollo,Navarra
Olóriz,Navarra
Orbaitzeta,Navarra
Orbara,Navarra
Orkoien,Navarra
Oronz/Orontze,Navarra
Oroz-Betelu,Navarra
Orreaga/Roncesvalles,Navarra
Orísoain,Navarra
Oteiza,Navarra
Pamplona/Iruña,Navarra
Peralta,Navarra
Petilla de Aragón,Navarra
Piedramillera,Navarra
Pitillas,Navarra
Puente la Reina/Gares,Navarra
Pueyo,Navarra
Ribaforada,Navarra
Romanzado,Navarra
Roncal/Erronkari,Navarra
Sada,Navarra
Saldías,Navarra
Salinas de Oro,Navarra
San Adrián,Navarra
San Martín de Unx,Navarra
Sangüesa/Zangoza,Navarra
Sansol,Navarra
Santacara,Navarra
Sarriés/Sartze,Navarra
Sartaguda,Navarra
Sesma,Navarra
Sorlada,Navarra
Sunbilla,Navarra
Tafalla,Navarra
Tiebas-Muruarte de Reta,Navarra
Tirapu,Navarra
Torralba del Río,Navarra
Torres del Río,Navarra
Tudela,Navarra
Tulebras,Navarra
Ucar,Navarra
Uharte-Arakil,Navarra
Ujué,Navarra
Ultzama,Navarra
Unciti,Navarra
Unzué,Navarra
Urdazubi/Urdax,Navarra
Urdiain,Navarra
Urraul Alto,Navarra
Urraul Bajo,Navarra
Urrotz,Navarra
Urroz-Villa,Navarra
Urzainqui/Urzainki,Navarra
Uterga,Navarra
Uztárroz/Uztarroze,Navarra
Valle de Yerri/Deierri,Navarra
Valtierra,Navarra
Viana,Navarra
Vidángoz/Bidankoze,Navarra
Villafranca,Navarra
Villamayor de Monjardín,Navarra
Villatuerta,Navarra
Villava/Atarrabia,Navarra
Yesa,Navarra
Zabalza,Navarra
Ziordia,Navarra
Zizur Mayor/Zizur Nagusia,Navarra
Zubieta,Navarra
Zugarramurdi,Navarra
Zúñiga,Navarra
Abadiño,País Vasco
Abaltzisketa,País Vasco
Abanto y Ciérvana-Abanto Zierbena,País Vasco
Aduna,País Vasco
Aia,País Vasco
Aizarnazabal,País Vasco
Ajangiz,País Vasco
Albiztur,País Vasco
Alegia,País Vasco
Alegría-Dulantzi,País Vasco
Alkiza,País Vasco
Alonsotegi,País Vasco
Altzaga,País Vasco
Altzo,País Vasco
Amezketa,País Vasco
Amorebieta-Etxano,País Vasco
Amoroto,País Vasco
Amurrio,País Vasco
Andoain,País Vasco
Anoeta,País Vasco
Antzuola,País Vasco
Arakaldo,País Vasco
Arama,País Vasco
Aramaio,País Vasco
Arantzazu,País Vasco
Areatza,País Vasco
Aretxabaleta,País Vasco
Armiñón,País Vasco
Arraia-Maeztu,País Vasco
Arrankudiaga,País Vasco
Arrasate/Mondragón,País Vasco
Arratzu,País Vasco
Arrazua-Ubarrundia,País Vasco
Arrieta,País Vasco
Arrigorriaga,País Vasco
Artea,País Vasco
Artzentales,País Vasco
Artziniega,País Vasco
Asparrena,País Vasco
Asteasu,País Vasco
Astigarraga,País Vasco
Ataun,País Vasco
Atxondo,País Vasco
Aulesti,País Vasco
Ayala/Aiara,País Vasco
Azkoitia,País Vasco
Azpeitia,País Vasco
Añana,País Vasco
Bakio,País Vasco
Baliarrain,País Vasco
Balmaseda,País Vasco
Barakaldo,País Vasco
Barrika,País Vasco
Barrundia,País Vasco
Basauri,País Vasco
Baños de Ebro/Mañueta,País Vasco
Beasain,País Vasco
Bedia,País Vasco
Beizama,País Vasco
Belauntza,País Vasco
Berango,País Vasco
Berantevilla,País Vasco
Berastegi,País Vasco
Bergara,País Vasco
Bermeo,País Vasco
Bernedo,País Vasco
Berriatua,País Vasco
Berriz,País Vasco
Berrobi,País Vasco
Bidegoian,País Vasco
Bilbao,País Vasco
Busturia,País Vasco
Campezo/Kanpezu,País Vasco
Deba,País Vasco
Derio,País Vasco
Dima,País Vasco
Donostia-San Sebastián,País Vasco
Durango,País Vasco
Ea,País Vasco
Eibar,País Vasco
Elantxobe,País Vasco
Elburgo/Burgelu,País Vasco
Elciego,País Vasco
Elduain,País Vasco
Elgeta,País Vasco
Elgoibar,País Vasco
Elorrio,País Vasco
Elvillar/Bilar,País Vasco
Erandio,País Vasco
Ereño,País Vasco
Ermua,País Vasco
Errenteria,País Vasco
Errezil,País Vasco
Erriberagoitia/Ribera Alta,País Vasco
Errigoiti,País Vasco
Eskoriatza,País Vasco
Etxebarri,País Vasco
Etxebarria,País Vasco
Ezkio-Itsaso,País Vasco
Forua,País Vasco
Fruiz,País Vasco
Gabiria,País Vasco
Gaintza,País Vasco
Galdakao,País Vasco
Galdames,País Vasco
Gamiz-Fika,País Vasco
Garai,País Vasco
Gatika,País Vasco
Gautegiz Arteaga,País Vasco
Gaztelu,País Vasco
Gernika-Lumo,País Vasco
Getaria,País Vasco
Getxo,País Vasco
Gizaburuaga,País Vasco
Gordexola,País Vasco
Gorliz,País Vasco
Güeñes,País Vasco
Harana/Valle de Arana,País Vasco
Hernani,País Vasco
Hernialde,País Vasco
Hondarribia,País Vasco
Ibarra,País Vasco
Ibarrangelu,País Vasco
Idiazabal,País Vasco
Igorre,País Vasco
Ikaztegieta,País Vasco
Irun,País Vasco
Irura,País Vasco
Iruraiz-Gauna,País Vasco
Iruña Oka/Iruña de Oca,País Vasco
Ispaster,País Vasco
Itsasondo,País Vasco
Iurreta,País Vasco
Izurtza,País Vasco
Karrantza Harana/Valle de Carranza,País Vasco
Kortezubi,País Vasco
Kripan,País Vasco
Kuartango,País Vasco
Labastida/Bastida,País Vasco
Lagrán,País Vasco
Laguardia,País Vasco
Lanciego/Lantziego,País Vasco
Lanestosa,País Vasco
Lantarón,País Vasco
Lapuebla de Labarca,País Vasco
Larrabetzu,País Vasco
Larraul,País Vasco
Lasarte-Oria,País Vasco
Laudio/Llodio,País Vasco
Laukiz,País Vasco
Lazkao,País Vasco
Leaburu,País Vasco
Legazpi,País Vasco
Legorreta,País Vasco
Legutiano,País Vasco
Leintz-Gatzaga,País Vasco
Leioa,País Vasco
Lekeitio,País Vasco
Lemoa,País Vasco
Lemoiz,País Vasco
Leza,País Vasco
Lezama,País Vasco
Lezo,País Vasco
Lizartza,País Vasco
Loiu,País Vasco
Mallabia,País Vasco
Markina-Xemein,País Vasco
Maruri-Jatabe,País Vasco
Mañaria,País Vasco
Mendaro,País Vasco
Mendata,País Vasco
Mendexa,País Vasco
Meñaka,País Vasco
Moreda de Álava,País Vasco
Morga,País Vasco
Mundaka,País Vasco
Mungia,País Vasco
Munitibar-Arbatzegi Gerrikaitz,País Vasco
Murueta,País Vasco
Muskiz,País Vasco
Mutiloa,País Vasco
Mutriku,País Vasco
Muxika,País Vasco
Nabarniz,País Vasco
Navaridas,País Vasco
Oiartzun,País Vasco
Okondo,País Vasco
Olaberria,País Vasco
Ondarroa,País Vasco
Ordizia,País Vasco
Orendain,País Vasco
Orexa,País Vasco
Orio,País Vasco
Ormaiztegi,País Vasco
Orozko,País Vasco
Ortuella,País Vasco
Otxandio,País Vasco
Oyón-Oion,País Vasco
Oñati,País Vasco
Pasaia,País Vasco
Peñacerrada-Urizaharra,País Vasco
Plentzia,País Vasco
Portugalete,País Vasco
Ribera Baja/Erribera Beitia,País Vasco
Salvatierra/Agurain,País Vasco
Samaniego,País Vasco
San Millán/Donemiliaga,País Vasco
Santurtzi,País Vasco
Segura,País Vasco
Sestao,País Vasco
Sondika,País Vasco
Sopelana,País Vasco
Sopuerta,País Vasco
Soraluze/Placencia de las Armas,País Vasco
Sukarrieta,País Vasco
Tolosa,País Vasco
Trucios-Turtzioz,País Vasco
Ubide,País Vasco
Ugao-Miraballes,País Vasco
Urduliz,País Vasco
Urduña/Orduña,País Vasco
Urkabustaiz,País Vasco
Urnieta,País Vasco
Urretxu,País Vasco
Usurbil,País Vasco
Valdegovía/Gaubea,País Vasco
Valle de Trápaga-Trapagaran,País Vasco
Villabona,País Vasco
Villabuena de Álava/Eskuernaga,País Vasco
Vitoria-Gasteiz,País Vasco
Yécora/Iekora,País Vasco
Zaldibar,País Vasco
Zaldibia,País Vasco
Zalduondo,País Vasco
Zalla,País Vasco
Zambrana,País Vasco
Zamudio,País Vasco
Zaratamo,País Vasco
Zarautz,País Vasco
Zeanuri,País Vasco
Zeberio,País Vasco
Zegama,País Vasco
Zerain,País Vasco
Zestoa,País Vasco
Zierbena,País Vasco
Zigoitia,País Vasco
Ziortza-Bolibar,País Vasco
Zizurkil,País Vasco
Zuia,País Vasco
Zumaia,País Vasco
Zumarraga,País Vasco
Ademuz,Valencia
Ador,Valencia
Adsubia,Valencia
Agost,Valencia
Agres,Valencia
Agullent,Valencia
Aielo de Malferit,Valencia
Aielo de Rugat,Valencia
Aigües,Valencia
Alaquàs,Valencia
Albaida,Valencia
Albal,Valencia
Albalat de la Ribera,Valencia
Albalat dels Sorells,Valencia
Albalat dels Tarongers,Valencia
Albatera,Valencia
Alberic,Valencia
Albocàsser,Valencia
Alborache,Valencia
Alboraya,Valencia
Albuixech,Valencia
Alcalalí,Valencia
Alcalà de Xivert,Valencia
Alcocer de Planes,Valencia
Alcoleja,Valencia
Alcora (l'),Valencia
Alcoy/Alcoi,Valencia
Alcublas,Valencia
Alcudia de Veo,Valencia
Alcàntera de Xúquer,Valencia
Alcàsser,Valencia
Alcúdia (l'),Valencia
Alcúdia de Crespins (l'),Valencia
Aldaia,Valencia
Alfafar,Valencia
Alfafara,Valencia
Alfara de Algimia,Valencia
Alfara del Patriarca,Valencia
Alfarp,Valencia
Alfarrasí,Valencia
Alfauir,Valencia
Alfondeguilla,Valencia
Alfàs del Pi (l'),Valencia
Algar de Palancia,Valencia
Algemesí,Valencia
Algimia de Alfara,Valencia
Algimia de Almonacid,Valencia
Alginet,Valencia
Algorfa,Valencia
Algueña,Valencia
Alicante/Alacant,Valencia
Almazora/Almassora,Valencia
Almedíjar,Valencia
Almenara,Valencia
Almiserà,Valencia
Almoines,Valencia
Almoradí,Valencia
Almudaina,Valencia
Almussafes,Valencia
Almàssera,Valencia
Alpuente,Valencia
Alqueria d'Asnar (l'),Valencia
Alqueria de la Comtessa (l'),Valencia
Alquerías del Niño Perdido,Valencia
Altea,Valencia
Altura,Valencia
Alzira,Valencia
Andilla,Valencia
Anna,Valencia
Antella,Valencia
Aras de los Olmos,Valencia
Arañuel,Valencia
Ares del Maestre,Valencia
Argelita,Valencia
Artana,Valencia
Aspe,Valencia
Atzeneta d'Albaida,Valencia
Atzeneta del Maestrat,Valencia
Ayora,Valencia
Ayódar,Valencia
Azuébar,Valencia
Aín,Valencia
Balones,Valencia
Banyeres de Mariola,Valencia
Barracas,Valencia
Barx,Valencia
Barxeta,Valencia
Bejís,Valencia
Bellreguard,Valencia
Bellús,Valencia
Benafer,Valencia
Benafigos,Valencia
Benaguasil,Valencia
Benagéber,Valencia
Benasal,Valencia
Benasau,Valencia
Benavites,Valencia
Beneixama,Valencia
Beneixida,Valencia
Benejúzar,Valencia
Benetússer,Valencia
Benferri,Valencia
Beniarbeig,Valencia
Beniardá,Valencia
Beniarjó,Valencia
Beniarrés,Valencia
Beniatjar,Valencia
Benicarló,Valencia
Benicasim/Benicàssim,Valencia
Benicolet,Valencia
Benicull de Xúquer,Valencia
Benidoleig,Valencia
Benidorm,Valencia
Benifairó de la Valldigna,Valencia
Benifairó de les Valls,Valencia
Benifaió,Valencia
Benifallim,Valencia
Benifato,Valencia
Beniflá,Valencia
Benigembla,Valencia
Benigánim,Valencia
Benijófar,Valencia
Benilloba,Valencia
Benillup,Valencia
Benimantell,Valencia
Benimarfull,Valencia
Benimassot,Valencia
Benimeli,Valencia
Benimodo,Valencia
Benimuslem,Valencia
Beniparrell,Valencia
Benirredrà,Valencia
Benisanó,Valencia
Benissa,Valencia
Benissoda,Valencia
Benisuera,Valencia
Benitachell/Poble Nou de Benitatxell (el),Valencia
Benlloch,Valencia
Betxí,Valencia
Biar,Valencia
Bicorp,Valencia
Bigastro,Valencia
Bocairent,Valencia
Bolbaite,Valencia
Bolulla,Valencia
Bonrepòs i Mirambell,Valencia
Borriana/Burriana,Valencia
Borriol,Valencia
Bufali,Valencia
Bugarra,Valencia
Burjassot,Valencia
Busot,Valencia
Buñol,Valencia
Bèlgida,Valencia
Bétera,Valencia
Cabanes,Valencia
Calles,Valencia
Callosa d'En Sarrià,Valencia
Callosa de Segura,Valencia
Calpe/Calp,Valencia
Campello (el),Valencia
Campo de Mirra/Camp de Mirra (el),Valencia
Camporrobles,Valencia
Canals,Valencia
Canet d'En Berenguer,Valencia
Canet lo Roig,Valencia
Carcaixent,Valencia
Carlet,Valencia
Carrícola,Valencia
Casas Altas,Valencia
